"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"52325","chr1",52325,229508176,229508676,-0.722466024471091,0.00596442041583019,-0.0521042084168337
"194892","chr17",2153,5418785,5419285,-0.722466024471091,0.00596442041583019,-0.0521042084168337
"211514","chr17",18775,74203413,74203913,-0.722466024471091,0.00596442041583019,-0.0521042084168337
"222310","chr18",6009,50374695,50375195,-0.722466024471091,0.00596442041583019,-0.0521042084168337
"343207","chr3",21392,125375092,125375592,-0.722466024471091,0.00596442041583019,-0.0521042084168337
"7103","chr1",7103,19882046,19882546,-0.610053481683987,0.00596804460184648,-0.0601202404809619
"73631","chr10",17230,100535593,100536093,-0.610053481683987,0.00596804460184648,-0.0601202404809619
"106328","chr12",1142,4320802,4321302,-0.538095895683182,0.00596804460184648,-0.0661322645290581
"161922","chr15",2608,41230910,41231410,-0.610053481683987,0.00596804460184648,-0.0601202404809619
"174998","chr16",114,234520,235020,-0.610053481683987,0.00596804460184648,-0.0601202404809619
"206303","chr17",13564,49739626,49740126,-0.610053481683987,0.00596804460184648,-0.0601202404809619
"294035","chr20",1118,3767599,3768099,-0.610053481683987,0.00596804460184648,-0.0601202404809619
"323892","chr3",2077,12484083,12484583,-0.610053481683987,0.00596804460184648,-0.0601202404809619
"374307","chr4",18334,139453408,139453908,-0.538095895683182,0.00596804460184648,-0.0661322645290581
"488578","chr9",1041,6008350,6008850,-0.610053481683987,0.00596804460184648,-0.0601202404809619
"46672","chr1",46672,205749443,205749943,-0.584962500721156,0.00597664064355865,-0.062124248496994
"182816","chr16",7932,30957459,30957959,-0.584962500721156,0.00597664064355865,-0.062124248496994
"259829","chr2",14029,64144211,64144711,-0.662965012722429,0.00599179036758914,-0.0561122244488978
"488097","chr9",560,3525749,3526249,-0.662965012722429,0.00599179036758914,-0.0561122244488978
"423","chr1",423,1347840,1348340,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"2465","chr1",2465,6786345,6786845,1.87446911791614,0.00601171629898269,0.0160320641282565
"8460","chr1",8460,23723653,23724153,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"10335","chr1",10335,27403172,27403672,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"12032","chr1",12032,31784800,31785300,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"16768","chr1",16768,44820586,44821086,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"19074","chr1",19074,53959591,53960091,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"19931","chr1",19931,58392119,58392619,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"20807","chr1",20807,62800825,62801325,-0.85982234195174,0.00601171629898269,-0.0440881763527054
"21150","chr1",21150,64745264,64745764,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"26059","chr1",26059,93079512,93080012,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"26465","chr1",26465,94721208,94721708,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"30182","chr1",30182,113757953,113758453,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"30213","chr1",30213,113835618,113836118,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"30464","chr1",30464,114580894,114581394,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"31898","chr1",31898,145891920,145892420,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"33820","chr1",33820,153627639,153628139,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"39966","chr1",39966,173823736,173824236,1.87446911791614,0.00601171629898269,0.0160320641282565
"41388","chr1",41388,180888836,180889336,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"42001","chr1",42001,183480881,183481381,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"45879","chr1",45879,203682646,203683146,1.87446911791614,0.00601171629898269,0.0160320641282565
"46611","chr1",46611,205628917,205629417,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"46738","chr1",46738,205918901,205919401,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"47350","chr1",47350,207321263,207321763,-0.42809365210429,0.00601171629898269,-0.0761523046092185
"51039","chr1",51039,225942520,225943020,1.87446911791614,0.00601171629898269,0.0160320641282565
"53239","chr1",53239,233326575,233327075,1.87446911791614,0.00601171629898269,0.0160320641282565
"53479","chr1",53479,234597839,234598339,1.87446911791614,0.00601171629898269,0.0160320641282565
"54846","chr1",54846,241635767,241636267,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"57286","chr10",885,4514414,4514914,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"59532","chr10",3131,14574973,14575473,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"61568","chr10",5167,27153520,27154020,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"66380","chr10",9979,63522275,63522775,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"66654","chr10",10253,67764235,67764735,-0.690315500867385,0.00601171629898269,-0.0541082164328657
"68211","chr10",11810,72332556,72333056,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"71938","chr10",15537,92729704,92730204,1.87446911791614,0.00601171629898269,0.0160320641282565
"74040","chr10",17639,101774485,101774985,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"74723","chr10",18322,103515423,103515923,1.87446911791614,0.00601171629898269,0.0160320641282565
"75005","chr10",18604,104268835,104269335,-0.510961919277379,0.00601171629898269,-0.0681362725450902
"78282","chr10",21881,124605715,124606215,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"79986","chr10",23585,133260632,133261132,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"80062","chr10",23661,133356962,133357462,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"80644","chr11",505,844501,845001,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"83102","chr11",2963,9748387,9748887,-1.15754127698648,0.00601171629898269,-0.032064128256513
"83188","chr11",3049,10305317,10305817,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"92622","chr11",12483,66311996,66312496,-0.510961919277379,0.00601171629898269,-0.0681362725450902
"92875","chr11",12736,66843790,66844290,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"93541","chr11",13402,68215112,68215612,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"96078","chr11",15939,76671343,76671843,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"100220","chr11",20081,111603337,111603837,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"101452","chr11",21313,117814728,117815228,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"101549","chr11",21410,117998478,117998978,1.87446911791614,0.00601171629898269,0.0160320641282565
"102371","chr11",22232,119752263,119752763,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"103412","chr11",23273,124761510,124762010,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"103445","chr11",23306,124866230,124866730,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"105742","chr12",556,1917587,1918087,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"107176","chr12",1990,7190257,7190757,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"110709","chr12",5523,27969948,27970448,1.87446911791614,0.00601171629898269,0.0160320641282565
"112355","chr12",7169,45577209,45577709,-1.15754127698648,0.00601171629898269,-0.032064128256513
"113016","chr12",7830,48003915,48004415,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"114356","chr12",9170,51846843,51847343,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"116560","chr12",11374,57460696,57461196,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"116561","chr12",11375,57461326,57461826,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"120484","chr12",15298,89960077,89960577,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"124032","chr12",18846,108905678,108906178,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"125851","chr12",20665,116361562,116362062,1.87446911791614,0.00601171629898269,0.0160320641282565
"127053","chr12",21867,121227229,121227729,1.87446911791614,0.00601171629898269,0.0160320641282565
"127733","chr12",22547,122637751,122638251,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"128415","chr12",23229,124388692,124389192,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"128416","chr12",23230,124389242,124389742,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"129554","chr12",24368,132056827,132057327,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"131353","chr13",1345,26482556,26483056,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"133767","chr13",3759,41018266,41018766,1.87446911791614,0.00601171629898269,0.0160320641282565
"135230","chr13",5222,48317654,48318154,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"140735","chr13",10727,102591821,102592321,-1.15754127698648,0.00601171629898269,-0.032064128256513
"143568","chr14",1090,23301364,23301864,-0.510961919277379,0.00601171629898269,-0.0681362725450902
"144670","chr14",2192,31898797,31899297,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"146326","chr14",3848,49594400,49594900,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"147085","chr14",4607,52314669,52315169,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"149999","chr14",7521,67668508,67669008,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"150564","chr14",8086,69459930,69460430,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"151061","chr14",8583,71358704,71359204,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"152412","chr14",9934,76050748,76051248,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"152770","chr14",10292,77375090,77375590,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"157773","chr14",15295,102778593,102779093,1.87446911791614,0.00601171629898269,0.0160320641282565
"158890","chr14",16412,105485133,105485633,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"160252","chr15",938,31352471,31352971,1.87446911791614,0.00601171629898269,0.0160320641282565
"162026","chr15",2712,41495859,41496359,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"162682","chr15",3368,43775453,43775953,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"162715","chr15",3401,43825019,43825519,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"162745","chr15",3431,43948607,43949107,1.87446911791614,0.00601171629898269,0.0160320641282565
"166650","chr15",7336,64785049,64785549,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"167505","chr15",8191,67241169,67241669,1.87446911791614,0.00601171629898269,0.0160320641282565
"168449","chr15",9135,70512655,70513155,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"171384","chr15",12070,83955922,83956422,1.87446911791614,0.00601171629898269,0.0160320641282565
"171486","chr15",12172,84720938,84721438,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"171792","chr15",12478,85690492,85690992,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"172606","chr15",13292,90098994,90099494,1.87446911791614,0.00601171629898269,0.0160320641282565
"176476","chr16",1592,2883714,2884214,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"176895","chr16",2011,3716491,3716991,1.87446911791614,0.00601171629898269,0.0160320641282565
"178345","chr16",3461,11094819,11095319,1.87446911791614,0.00601171629898269,0.0160320641282565
"183393","chr16",8509,46917149,46917649,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"185331","chr16",10447,57535836,57536336,-0.556393348524385,0.00601171629898269,-0.0641282565130261
"187088","chr16",12204,68283795,68284295,1.87446911791614,0.00601171629898269,0.0160320641282565
"187972","chr16",13088,71818202,71818702,1.87446911791614,0.00601171629898269,0.0160320641282565
"188551","chr16",13667,75108874,75109374,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"190026","chr16",15142,83802127,83802627,1.87446911791614,0.00601171629898269,0.0160320641282565
"190216","chr16",15332,84514316,84514816,1.87446911791614,0.00601171629898269,0.0160320641282565
"190939","chr16",16055,85954878,85955378,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"192518","chr16",17634,89720725,89721225,-0.821029858954681,0.00601171629898269,-0.0460921843687375
"193069","chr17",330,1216085,1216585,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"193938","chr17",1199,3003503,3004003,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"195215","chr17",2476,7012900,7013400,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"195526","chr17",2787,7479432,7479932,-0.85982234195174,0.00601171629898269,-0.0440881763527054
"195718","chr17",2979,7838693,7839193,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"195847","chr17",3108,8090933,8091433,-1.15754127698648,0.00601171629898269,-0.032064128256513
"201763","chr17",9024,37643193,37643693,-0.85982234195174,0.00601171629898269,-0.0440881763527054
"202408","chr17",9669,39617826,39618326,-1.15754127698648,0.00601171629898269,-0.032064128256513
"202909","chr17",10170,40479747,40480247,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"203961","chr17",11222,43124327,43124827,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"204942","chr17",12203,45428814,45429314,-1.15754127698648,0.00601171629898269,-0.032064128256513
"206699","chr17",13960,50562868,50563368,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"207963","chr17",15224,58327429,58327929,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"211806","chr17",19067,74758761,74759261,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"212314","chr17",19575,75633700,75634200,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"213110","chr17",20371,77233864,77234364,1.87446911791614,0.00601171629898269,0.0160320641282565
"226280","chr19",94,532788,533288,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"226360","chr19",174,638907,639407,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"227517","chr19",1331,2163102,2163602,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"227708","chr19",1522,2428096,2428596,1.87446911791614,0.00601171629898269,0.0160320641282565
"227778","chr19",1592,2543480,2543980,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"228036","chr19",1850,3062066,3062566,-0.85982234195174,0.00601171629898269,-0.0440881763527054
"228056","chr19",1870,3094976,3095476,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"228217","chr19",2031,3360998,3361498,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"231322","chr19",5136,10595447,10595947,1.87446911791614,0.00601171629898269,0.0160320641282565
"231862","chr19",5676,11567613,11568113,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"232320","chr19",6134,12890666,12891166,-0.510961919277379,0.00601171629898269,-0.0681362725450902
"232793","chr19",6607,14004947,14005447,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"235071","chr19",8885,18612626,18613126,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"237076","chr19",10890,33777963,33778463,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"237644","chr19",11458,35608262,35608762,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"240270","chr19",14084,43463200,43463700,-0.556393348524385,0.00601171629898269,-0.0641282565130261
"241940","chr19",15754,47445927,47446427,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"243032","chr19",16846,49746163,49746663,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"244019","chr19",17833,52786019,52786519,1.87446911791614,0.00601171629898269,0.0160320641282565
"245105","chr19",18919,55587235,55587735,-1.15754127698648,0.00601171629898269,-0.032064128256513
"245424","chr19",19238,57320794,57321294,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"248154","chr2",2354,10448932,10449432,-1.15754127698648,0.00601171629898269,-0.032064128256513
"248465","chr2",2665,11446618,11447118,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"249331","chr2",3531,16663436,16663936,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"250581","chr2",4781,24355158,24355658,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"256601","chr2",10801,46559209,46559709,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"260817","chr2",15017,68452367,68452867,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"261097","chr2",15297,69307156,69307656,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"262633","chr2",16833,74458011,74458511,-0.492598482572497,0.00601171629898269,-0.0701402805611222
"263756","chr2",17956,84907022,84907522,-1.15754127698648,0.00601171629898269,-0.032064128256513
"264323","chr2",18523,86105026,86105526,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"268812","chr2",23012,111884421,111884921,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"271228","chr2",25428,127294432,127294932,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"271348","chr2",25548,127577899,127578399,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"275313","chr2",29513,151828267,151828767,-0.556393348524385,0.00601171629898269,-0.0641282565130261
"279792","chr2",33992,177166035,177166535,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"280691","chr2",34891,181954144,181954644,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"283621","chr2",37821,201154825,201155325,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"286246","chr2",40446,216682408,216682908,1.87446911791614,0.00601171629898269,0.0160320641282565
"287008","chr2",41208,219001468,219001968,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"291199","chr2",45399,237688088,237688588,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"293807","chr20",890,3082930,3083430,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"298984","chr20",6067,35952909,35953409,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"299158","chr20",6241,36541178,36541678,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"300276","chr20",7359,40990425,40990925,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"301386","chr20",8469,45910830,45911330,-0.690315500867385,0.00601171629898269,-0.0541082164328657
"301750","chr20",8833,47360136,47360636,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"305048","chr20",12131,62501739,62502239,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"306900","chr21",912,23861830,23862330,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"307752","chr21",1764,31557910,31558410,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"307785","chr21",1797,31675833,31676333,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"308554","chr21",2566,34882623,34883123,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"308650","chr21",2662,35047080,35047580,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"309132","chr21",3144,37367042,37367542,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"310308","chr21",4320,42973324,42973824,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"310678","chr21",4690,44301004,44301504,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"311405","chr21",5417,46297534,46298034,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"313264","chr22",1702,22823068,22823568,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"314195","chr22",2633,25650725,25651225,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"316402","chr22",4840,36277636,36278136,-1.15754127698648,0.00601171629898269,-0.032064128256513
"316481","chr22",4919,36364921,36365421,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"316732","chr22",5170,37021890,37022390,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"317027","chr22",5465,37492725,37493225,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"320496","chr22",8934,46141495,46141995,1.87446911791614,0.00601171629898269,0.0160320641282565
"320541","chr22",8979,46267728,46268228,-1.15754127698648,0.00601171629898269,-0.032064128256513
"321213","chr22",9651,49767258,49767758,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"321454","chr22",9892,50169909,50170409,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"321713","chr22",10151,50530112,50530612,-0.821029858954681,0.00601171629898269,-0.0460921843687375
"322206","chr3",391,4303071,4303571,-0.821029858954681,0.00601171629898269,-0.0460921843687375
"322429","chr3",614,4984042,4984542,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"324069","chr3",2254,12924429,12924929,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"332570","chr3",10755,50156626,50157126,1.87446911791614,0.00601171629898269,0.0160320641282565
"339095","chr3",17280,100710525,100711025,1.87446911791614,0.00601171629898269,0.0160320641282565
"339998","chr3",18183,107521443,107521943,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"340799","chr3",18984,112327314,112327814,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"342530","chr3",20715,122409315,122409815,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"342618","chr3",20803,122697604,122698104,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"343825","chr3",22010,127836379,127836879,1.87446911791614,0.00601171629898269,0.0160320641282565
"343902","chr3",22087,128124215,128124715,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"345041","chr3",23226,132722047,132722547,-0.690315500867385,0.00601171629898269,-0.0541082164328657
"345711","chr3",23896,136752182,136752682,-0.510961919277379,0.00601171629898269,-0.0681362725450902
"347749","chr3",25934,149783443,149783943,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"350112","chr3",28297,167733909,167734409,1.87446911791614,0.00601171629898269,0.0160320641282565
"352603","chr3",30788,184227378,184227878,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"354667","chr3",32852,194140672,194141172,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"357199","chr4",1226,2793583,2794083,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"368677","chr4",12704,87406494,87406994,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"371523","chr4",15550,109998712,109999212,1.87446911791614,0.00601171629898269,0.0160320641282565
"371713","chr4",15740,112145698,112146198,-1.15754127698648,0.00601171629898269,-0.032064128256513
"372021","chr4",16048,113837362,113837862,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"373334","chr4",17361,127782046,127782546,1.87446911791614,0.00601171629898269,0.0160320641282565
"382011","chr5",1690,10825826,10826326,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"382501","chr5",2180,14678701,14679201,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"388187","chr5",7866,65103408,65103908,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"394829","chr5",14508,113611906,113612406,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"398824","chr5",18503,138212560,138213060,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"400000","chr5",19679,141638036,141638536,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"400436","chr5",20115,142880441,142880941,1.87446911791614,0.00601171629898269,0.0160320641282565
"401915","chr5",21594,150429526,150430026,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"405524","chr5",25203,172184863,172185363,1.87446911791614,0.00601171629898269,0.0160320641282565
"405678","chr5",25357,172751328,172751828,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"406449","chr5",26128,176538292,176538792,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"408739","chr6",811,3356202,3356702,-0.85982234195174,0.00601171629898269,-0.0440881763527054
"410192","chr6",2264,10693873,10694373,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"410480","chr6",2552,11655484,11655984,1.87446911791614,0.00601171629898269,0.0160320641282565
"411537","chr6",3609,15299405,15299905,-1.15754127698648,0.00601171629898269,-0.032064128256513
"413702","chr6",5774,26285664,26286164,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"416477","chr6",8549,33788389,33788889,-1.04182017569463,0.00601171629898269,-0.0360721442885772
"418944","chr6",11016,41504612,41505112,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"420546","chr6",12618,46015592,46016092,1.87446911791614,0.00601171629898269,0.0160320641282565
"421483","chr6",13555,53493057,53493557,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"421852","chr6",13924,57173186,57173686,1.87446911791614,0.00601171629898269,0.0160320641282565
"427341","chr6",19413,109236928,109237428,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"427683","chr6",19755,110714108,110714608,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"428322","chr6",20394,113662904,113663404,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"428585","chr6",20657,116287647,116288147,1.87446911791614,0.00601171629898269,0.0160320641282565
"428943","chr6",21015,118706081,118706581,1.87446911791614,0.00601171629898269,0.0160320641282565
"435906","chr6",27978,157814430,157814930,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"437197","chr6",29269,163413128,163413628,-1.15754127698648,0.00601171629898269,-0.032064128256513
"438182","chr6",30254,169831606,169832106,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"443362","chr7",4927,24290189,24290689,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"443915","chr7",5480,26857304,26857804,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"443955","chr7",5520,27096898,27097398,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"446956","chr7",8521,43586177,43586677,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"451458","chr7",13023,76437797,76438297,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"455441","chr7",17006,102431617,102432117,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"455915","chr7",17480,105444592,105445092,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"456113","chr7",17678,106061463,106061963,-1.15754127698648,0.00601171629898269,-0.032064128256513
"468015","chr8",3012,22024783,22025283,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"476782","chr8",11779,80161924,80162424,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"476785","chr8",11782,80167238,80167738,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"478894","chr8",13891,97774875,97775375,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"483102","chr8",18099,125637423,125637923,1.87446911791614,0.00601171629898269,0.0160320641282565
"483966","chr8",18963,129973385,129973885,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"486457","chr8",21454,143027325,143027825,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"493255","chr9",5718,68507165,68507665,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"493909","chr9",6372,72154375,72154875,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"498466","chr9",10929,98057442,98057942,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"508330","chr9",20793,137267950,137268450,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"509387","chrX",672,9981440,9981940,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"510517","chrX",1802,20266800,20267300,-0.85982234195174,0.00601171629898269,-0.0440881763527054
"512319","chrX",3604,46628658,46629158,1.87446911791614,0.00601171629898269,0.0160320641282565
"516256","chrX",7541,115940779,115941279,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"517117","chrX",8402,129603853,129604353,1.87446911791614,0.00601171629898269,0.0160320641282565
"517697","chrX",8982,135114329,135114829,-1.87446911791614,0.00601171629898269,-0.0160320641282565
"517928","chrX",9213,136880531,136881031,-0.85982234195174,0.00601171629898269,-0.0440881763527054
"1604","chr1",1604,3666184,3666684,-1.09310940439148,0.00609219574057923,-0.0340681362725451
"22415","chr1",22415,71080569,71081069,-1.09310940439148,0.00609219574057923,-0.0340681362725451
"123414","chr12",18228,106302248,106302748,-0.629631550054884,0.00609219574057923,-0.0581162324649299
"141529","chr13",11521,110676451,110676951,-1.09310940439148,0.00609219574057923,-0.0340681362725451
"196905","chr17",4166,13931662,13932162,-1.09310940439148,0.00609219574057923,-0.0340681362725451
"201625","chr17",8886,36949175,36949675,-1.09310940439148,0.00609219574057923,-0.0340681362725451
"231329","chr19",5143,10604014,10604514,-1.09310940439148,0.00609219574057923,-0.0340681362725451
"245619","chr19",19433,58059008,58059508,-1.09310940439148,0.00609219574057923,-0.0340681362725451
"272834","chr2",27034,135741386,135741886,-0.532013620772197,0.00609219574057923,-0.0661322645290581
"340965","chr3",19150,112813735,112814235,-1.09310940439148,0.00609219574057923,-0.0340681362725451
